User ID,Dataset,Date,Tweet,"1=postive, 2=N, 3=Negative, 0=unknown","EmotionCode (1= Anger/insult/dogmatic/judgemental2= fear/stressed out/depressed/sad/bummed out/embarrassed, 3= loving/kind/supportive/inspired/helpful/longing/hopeful, 4 = happy/joking/excited/turned on 5= Neutral,statement 0 = don't know/not relevant/sarcastic without enough info on emotion",
_nicolenaranjo,1,11/5/15 10:10,"Abortion is morally permissible. It may not be in all cases, but it is in most.",2,5,
_nicolenaranjo,1,11/5/15 10:15,"The issue with abortion isn't about the personhood of the fetus, it's about organ donation.",2,5,
_nicolenaranjo,1,11/5/15 10:16,And whether or not a person is willing to lend their organs for a fetus to grow.,2,5,
_nicolenaranjo,1,11/5/15 10:20,The right to body out weighs the right to life because a fetus is dependent on the body of the mother.,2,5,
_nicolenaranjo,1,11/5/15 10:22,A pregnant woman visits Ireland on vacation. She is pregnant and her pregnancy is killing her.,2,5,
_nicolenaranjo,1,11/5/15 10:23,"In Ireland, abortion is illegal and so  she is unable to terminate the pregnancy that is killing her.",2,5,
_nicolenaranjo,1,11/5/15 10:24,Physicians are only allowed to treat her until the heart beat of the fetus stops.,2,5,
_nicolenaranjo,1,11/5/15 10:25,"However, once her heart stops, the fetuses heart stops because the fetus cannot survive with out the organs of the mother.",2,5,
_nicolenaranjo,1,11/5/15 10:04,The argument against abortion has been spewed by religion and emotions and all sorts of other things...,3,1,
_nicolenaranjo,1,11/5/15 10:27,Is this a killing or are physicians simply letting her die?,3,1,
_nicolenaranjo,1,11/6/15 8:00,Ily ðŸ°ðŸ’• https://t.co/jYOs9myhXd,0,0,
_nicolenaranjo,1,11/6/15 6:18,No one appreciates me.,3,2,
_nicolenaranjo,1,11/6/15 8:00,So much for national red head day...,3,2,
_nicolenaranjo,1,11/6/15 9:15,Â¿How do I get all my shit done on time?,3,2,
_nicolenaranjo,1,11/6/15 9:23,"Sometimes people ask me why I sleep more than I study. My answer to them is ""I care about my health.""",2,5,
_nicolenaranjo,1,11/6/15 9:20,I should wear glasses so people can take me seriously.,3,2,
_nicolenaranjo,1,11/6/15 10:06,I just need to listen to Adele and cry.,3,2,
_nicolenaranjo,1,11/6/15 19:44,But I still listen to Fetty Wap...,2,5,
_nicolenaranjo,1,11/6/15 19:44,I listen to classical music because I heard that people who listen to classical music are smarter than people who listen to Fetty Wap.,2,5,
_nicolenaranjo,1,11/6/15 19:45,The Piano Guys are my guys!,1,4,
_nicolenaranjo,1,11/6/15 19:46,I know Beethoven's 5 Secrets.,2,5,
_nicolenaranjo,1,11/6/15 19:46,That is my jam.,2,5,
_nicolenaranjo,1,11/6/15 10:18,Where was God when I needed him the most.,3,2,
_nicolenaranjo,1,11/6/15 21:17,I want tacos.,2,5,
_nicolenaranjo,1,11/6/15 21:16,I am so hungry.,3,2,
_nicolenaranjo,1,11/7/15 20:25,Both of my roommates are gone ðŸ¤—,3,2,
_nicolenaranjo,1,11/7/15 20:26,Last night was super funðŸ¤—,1,4,
_nicolenaranjo,1,11/7/15 20:26,I'm so lonely ðŸ¤—,3,2,
_nicolenaranjo,1,11/8/15 4:35,Happy hoes ain't hatin' and hatin' hoes ain't happy,0,0,
_nicolenaranjo,1,11/8/15 11:41,Gn.,0,0,
_nicolenaranjo,1,11/7/15 22:29,I'm in my room...all alone,3,2,
_nicolenaranjo,1,11/8/15 11:41,I have done nothing.,3,2,
_nicolenaranjo,1,11/8/15 22:52,"Some days I feel so blessed, other days I just feel so depressed.",0,0,
_nicolenaranjo,1,11/8/15 22:56,I am a lazy susan.,0,0,
5seconds0fnikki,1,11/2/15 4:31,I'm probably going to the @ATC_BAND concert thursday and I am very excited,1,4,
5seconds0fnikki,1,11/2/15 4:38,If anyone is going to the against the current concert in la Thursday and wants to be friends that'd be great cuz rn I'm going alone,2,5,
5seconds0fnikki,1,11/3/15 18:36,MY FRIEND IS LETTING ME DRAG HER ALONG TO THE @ATC_BAND CONCERT FUCK YEAH,1,4,
5seconds0fnikki,1,11/4/15 5:12,"Use my invite code, ashleyf3803ue, and get a free ride up to $15. Redeem it at https://t.co/OhnR7RNE6E",2,5,
5seconds0fnikki,1,11/4/15 5:14,Download @Lyft for the most affordable ride at the tap of a button. Use my invite code for $20 off a Lyft ride!  https://t.co/NODisAA6kj,2,5,
5seconds0fnikki,1,11/4/15 23:28,Can this please happen again tomorrow?!? ðŸ™ðŸ¼ðŸ’•ðŸ˜ https://t.co/nbORPm8G0L,0,0,
5seconds0fnikki,1,11/6/15 8:21,I got to meet one of my favorite people again ðŸ˜ðŸ’• @ The Roxy Theatre https://t.co/6VnXsfVBDx,1,4,
5seconds0fnikki,1,11/6/15 9:46,Then and Now. Thank you so much @ChrissyCostanza for meeting me. I'm so glad I've been able to meet you ðŸ˜ðŸ’• https://t.co/CcAz77mh1N,1,3,
_nicolenaranjo,1,11/8/15 20:32,I just need some motivation.,3,2,
5seconds0fnikki,1,11/8/15 21:51,ðŸ“· Against the Current Gravity World Tour with Jule Vera and and Vinyl Theatre // November 5 // The Roxy... https://t.co/cbiUTFARUf,2,5,
aileensan_,1,11/7/15 1:09,I can finally take pictures!!!!,1,4,
allisonjae_,1,11/2/15 0:40,Brody Jenner is on my plane LOL,1,4,
5seconds0fnikki,1,11/8/15 18:03,@Michael5SOS STOP HURTING YOURSELF,3,2,
allisonjae_,1,11/2/15 3:46,@spenserbp @DrakeBell @PortableShua @Brent_VanBro holy shit ur famous spenser,1,4,
allisonjae_,1,11/2/15 3:50,@XHRIZTIVN GO SPURS GO,1,4,
allisonjae_,1,11/2/15 1:55,Midterm for chem. 100 pages of reading and a quiz and an essay due for Mythology. 25 problems for Calc. heLP ME ðŸ’†ðŸ»,3,2,
allisonjae_,1,11/2/15 3:53,I'm very sick and very tired and I wish I stayed home,3,2,
allisonjae_,1,11/3/15 20:29,@deannantiao i need medicine not love,2,5,
allisonjae_,1,11/4/15 1:14,@jlenonjr_ why,2,5,
allisonjae_,1,11/4/15 4:35,ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»Chem midterm tomorrow ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»,2,5,
allisonjae_,1,11/4/15 8:50,"hardcore studying was never the life for me, but now i know i need to make it the life for me",2,5,
allisonjae_,1,11/4/15 9:28,@ethanbrimhall you look like the godfather but without the mob power,2,5,
allisonjae_,1,11/4/15 9:31,"@dydeex come to UCLA, I'll swipe you into one of our nationally ranked dining halls :-)",1,4,
allisonjae_,1,11/3/15 20:27,@deannantiao shut up,3,1,
allisonjae_,1,11/5/15 23:26,@allisonjae_ @Tony_the_Gnomey i tried but this is all siri could do,2,5,
allisonjae_,1,11/5/15 23:26,At Tony hi Tony,2,5,
allisonjae_,1,11/6/15 4:05,@Gangozone my church is going too! HAVE FUN,1,4,
allisonjae_,1,11/5/15 8:40,I cannot BREATHE,3,2,
allisonjae_,1,11/7/15 0:39,@Idalis_Dee what about me,2,5,
allisonjae_,1,11/7/15 3:14,Bought cute Christmas gifts at Brandy for my cute friends :-),1,3,
allisonjae_,1,11/7/15 3:15,@ethanbrimhall a pink bra,2,5,
allisonjae_,1,11/6/15 23:31,California DMVs are shit,3,1,
allisonjae_,1,11/8/15 6:07,"LOL SO THIS IS WHY I HEARD A FRAT HOUSE CHANTING ""ALIENS ALIENS ALIENS""  https://t.co/6THnTWP11D",2,5,
allisonjae_,1,11/8/15 6:11,@brenna_annalise this is what happens when you live across the street from frat row ://///,0,0,
allisonjae_,1,11/8/15 7:14,"@brenna_annalise I have church until like 11;30, brunch after?",2,5,
allisonjae_,1,11/8/15 17:00,Nick Jonas and 5SOS in one interview!!!!!!1!!!!!!!1!1!1!!!1!!!!! https://t.co/blIMCqUZlD,1,4,
allisonjae_,1,11/8/15 5:49,my parents just left to go back to vegas :-/,3,2,
allisonjae_,1,11/8/15 20:41,@deannantiao  https://t.co/E44MaLBT9k,0,0,
allisonjae_,1,11/8/15 20:25,"I've grown addicted to tea, but my teeth are turning yellow and :-(",3,2,
AlohaMejia,1,11/4/15 16:42,idk why the people from my class still ask to use the restroom like tf? i never ask and these people look at me like i just killed someone,3,1,
AlohaMejia,1,11/4/15 16:45,i swear these people just stare at me it annoying,3,1,
AlohaMejia,1,11/4/15 18:46,Me when I want to wear onesies to school but its not socially acceptable ðŸ˜­ðŸ˜‚ https://t.co/ACONup4MnL,0,0,
AlohaMejia,1,11/4/15 20:21,ðŸ˜‚ https://t.co/EJnIFHRwtS,0,0,
AlohaMejia,1,11/4/15 20:29,@A1Leezy chipotle is gross how is it even being compared to wingstop?????????,0,0,
AlohaMejia,1,11/4/15 20:31,"@A1Leezy oh hell no it is gross, had it twice and never again all they serve you is a rice an tortilla if you order a burrito",0,0,
AlohaMejia,1,11/4/15 20:32,"@karencocainee @A1Leezy tell about it , they give you some cold ass rice and lettuce wrapped in a tortilla!",0,0,
AlohaMejia,1,11/4/15 20:33,@karencocainee @A1Leezy OMG SAME HERE ! THEY ARE SOO NASTY ðŸ˜·,0,0,
AlohaMejia,1,11/4/15 20:34,@A1Leezy @karencocainee Noo chipotle just stingy asf and nasty,0,0,
AlohaMejia,1,11/4/15 20:35,@A1Leezy @karencocainee  shit you gotta play wheres waldo to find some meat in that burrito,0,0,
AlohaMejia,1,11/4/15 20:35,@karencocainee @A1Leezy same its really rare that i even eat the corn one cause tortillas just weird asf lol,0,0,
AlohaMejia,1,11/4/15 20:38,@A1Leezy jim dandy's better,0,0,
AlohaMejia,1,11/4/15 20:44,@A1Leezy yea still think jim dandy spice fried chicken better though lol,1,3,
AlohaMejia,1,11/4/15 20:45,i should really pay attention in class and not be on twitter lol,2,5,
AlohaMejia,1,11/4/15 18:14,My professor is soo jittery like hes on something right now ðŸ˜‚,3,1,
AlohaMejia,1,11/6/15 7:55,"@flum3casin0 read this &amp; thought ""shes on something raccoons dont driveðŸ˜¶""ðŸ˜‚ðŸ˜‚",0,0,
AlohaMejia,1,11/6/15 7:57,@_strippingforu you need to get your kidneys checked....,0,0,
AlohaMejia,1,11/5/15 18:49,My phone screen is completely shattered,3,2,
AlohaMejia,1,11/6/15 7:59,When your bmw goes 17 miles per gallon &amp; you just look at your car like you're soo beautiful but you're killing me here....,3,2,
alter_zachary,1,11/3/15 20:40,Digging the cold(er) weather #finally,1,4,
alter_zachary,1,11/5/15 19:25,Philosophy currently #sleep https://t.co/ziiAPq5lhn https://t.co/7v65fF07jM,2,5,
alter_zachary,1,11/7/15 2:24,Killed a pelican rowing the other day #oops https://t.co/ulkDy68fNE,0,0,
amqtran,1,11/5/15 23:20,I like that I can choose which of my thoughts people are reading on here.,0,0,
amqtran,1,11/5/15 23:22,Hour long phone calls are pretty great.,1,4,
AlohaMejia,1,11/6/15 8:03,No lie though I dont mind paying for gas but going every 4 days is soo annoying cause I have no patience at the pump ðŸ˜‚,3,2,
amqtran,1,11/7/15 6:04,Nighttime grids look like silicon chips,0,0,
Anderewws,1,11/2/15 4:32,There should be more seasonal emojis,2,5,
Anderewws,1,11/4/15 10:58,Amazon prime next day delivery is literally amazing,1,4,
amqtran,1,11/7/15 0:44,NorCal is feeling far away,3,2,
Anderewws,1,11/6/15 1:32,"50% of me is like eat healthy and workout and the other 50% is like life's short, eat dessert and sleep",2,5,
AndrewKnapp13,1,11/3/15 22:44,https://t.co/NBzvIOyI35,0,0,
AndrewKnapp13,1,11/4/15 21:21,Chemistry here I come https://t.co/EYon3VN4Yh,1,4,
AndrewKnapp13,1,11/7/15 18:08,Laundry day,2,5,
AndrewKnapp13,1,11/8/15 21:00,English extra credit,2,5,
angelaa_trannn,1,11/3/15 18:43,Thank god midterms are over ðŸ˜ª,1,4,
angelaa_trannn,1,11/4/15 20:53,YASSSS I get off work early ðŸ˜ðŸ‘ðŸ¼,1,4,
Anderewws,1,11/4/15 17:07,I just cannot do 9 AMs,3,2,
angelaa_trannn,1,11/4/15 23:32,Sigh... This is not looking good ðŸ˜“,3,2,
angelaa_trannn,1,11/4/15 23:45,Definitely not starting off on the right track ðŸ˜£,3,2,
angelaa_trannn,1,11/5/15 23:10,My bank account is so sad ðŸ˜ž,3,2,
arifineee,1,11/2/15 5:13,I miss what we used to have,0,0,
arifineee,1,11/5/15 5:33,Disappointing others is one of the worse feelings,0,0,
Ayojunior4,1,11/2/15 23:33,The hype is real.,2,5,
Ayojunior4,1,11/3/15 18:06,Memories made in the coldest winter.,2,5,
Ayojunior4,1,11/4/15 18:37,Todo va salir bien.,0,0,
Ayojunior4,1,11/6/15 17:39,Yaaaaaaaaa buddy,2,5,
Ayojunior4,1,11/6/15 20:00,"Need to meet more people that want to grind, grind, grind. Not enough of that here",0,0,
azulitaa_02,1,11/2/15 6:44,@Nick_Major dude you're gonna love it!,1,4,
azulitaa_02,1,11/2/15 6:57,Girls/girls/boys anthem of the week gdmn,2,5,
azulitaa_02,1,11/2/15 19:53,@markhoppus why,2,5,
azulitaa_02,1,11/2/15 19:57,@jacksfilms you sound like the average american,2,5,
angelaa_trannn,1,11/6/15 21:38,I'm not ready for this weekend...,3,2,
azulitaa_02,1,11/3/15 2:38,When you look like shit but need to go out to get food...,2,5,
azulitaa_02,1,11/2/15 22:46,I am sleepy and sore and I have a midterm on friday again ðŸ˜•,3,2,
azulitaa_02,1,11/3/15 19:10,!!!!! https://t.co/gxSRpTQDkz,0,0,
azulitaa_02,1,11/3/15 20:59,Shout out to Marisol for being a great mentor &amp; helping me with winter quarter stuff,1,3,
azulitaa_02,1,11/3/15 21:02,Loving today's vibes ðŸ˜Š,1,3,
azulitaa_02,1,11/3/15 2:39,The line at rendezvous is always hella long,3,2,
azulitaa_02,1,11/5/15 3:51,@petewentz ðŸ˜‰,2,5,
azulitaa_02,1,11/4/15 12:14,I am going to die,3,2,
azulitaa_02,1,11/5/15 3:54,Getting help from the writing center two days before my papers are due. I am trash,3,2,
azulitaa_02,1,11/5/15 21:01,@iamamerrickan Yes?!,0,0,
azulitaa_02,1,11/5/15 21:02,@iamamerrickan @airandstyle nice!,0,0,
azulitaa_02,1,11/5/15 21:02,@iamamerrickan @airandstyle love that it's in LA!,1,4,
azulitaa_02,1,11/6/15 16:57,Made it to class with 4 mins to spare,2,5,
azulitaa_02,1,11/6/15 16:58,Running on less than two hours of sleep,2,5,
azulitaa_02,1,11/6/15 21:02,@gerardway I NEED THIS,2,5,
azulitaa_02,1,11/5/15 20:53,@gerardway yes holy shit I was sitting in lecture and kept sneezing and coughing I feel terrible :(,3,2,
azulitaa_02,1,11/7/15 6:47,i have seen zack up close three times and all three times i fell more in love,2,5,
azulitaa_02,1,11/7/15 6:48,nine years :(,0,0,
azulitaa_02,1,11/7/15 8:20,online shopping is dangerous,2,5,
azulitaa_02,1,11/7/15 20:21,Happy birthday! @JJLeatigaga ðŸ˜ŠðŸ’•,1,3,
azulitaa_02,1,11/8/15 7:00,"@markhoppus you look really good right here, way to go!",0,0,
azulitaa_02,1,11/8/15 19:20,HOLY SHIT THEY LOOK SO GOOD! https://t.co/DtT944059g,1,4,
azulitaa_02,1,11/8/15 19:24,MY BOYS ðŸ’•ðŸ˜ https://t.co/OLoAbVvdmN,2,5,
azulitaa_02,1,11/8/15 20:01,Sarah Smiles is so cute,1,3,
BeckyBeaar,1,11/2/15 1:13,Bacon covered meatloaf asjklsh,2,5,
BeckyBeaar,1,11/2/15 1:45,i'm such a drama queen.,2,5,
BeckyBeaar,1,11/2/15 2:28,@HancelPacheco you say that like its a bad thing,2,5,
BeckyBeaar,1,11/2/15 3:51,I've turned into such a softie,2,5,
azulitaa_02,1,11/7/15 4:53,I need cold medicine but the hilltop store is closed ðŸ˜©,3,2,
BeckyBeaar,1,11/2/15 4:50,"I think it's funny how when a girl tells a story and mentions ""I met a boy,"" we just automatically go like oh no.",2,5,
BeckyBeaar,1,11/2/15 20:12,i have a brain growing on my nose wth :(,3,2,
BeckyBeaar,1,11/3/15 0:19,@RaulTheHuman wut,2,5,
BeckyBeaar,1,11/3/15 0:40,@RaulTheHuman sup,2,5,
BeckyBeaar,1,11/3/15 6:58,Elsa only lets me touch her boobs. ðŸ’–,2,5,
BeckyBeaar,1,11/3/15 23:33,in history waiting for my caffeine to kick in,2,5,
BeckyBeaar,1,11/3/15 23:34,"my teacher just used the phrase ""trip you up""",2,5,
BeckyBeaar,1,11/3/15 23:34,my arms are freezing and i love it,1,3,
BeckyBeaar,1,11/3/15 23:34,weather hitting the 60s = Californians start complaining lol,1,4,
BeckyBeaar,1,11/4/15 4:35,Officially going for a double major aka I'm gonna die lol,3,2,
BeckyBeaar,1,11/4/15 4:52,@OmarOnly_ for sureeeeee,2,5,
BeckyBeaar,1,11/4/15 5:16,@Daniel_la400 @irisnicoleee I WANNA SEE,0,0,
BeckyBeaar,1,11/4/15 5:18,i appreciate the pic of you more of the actual geo @irisnicoleee,1,3,
BeckyBeaar,1,11/4/15 5:24,@irisnicoleee ily more,0,0,
BeckyBeaar,1,11/4/15 5:43,uggghhh but even thinking about a double major makes me lazy,3,2,
BeckyBeaar,1,11/4/15 5:44,maybe ill just double minor lmao,1,4,
BeckyBeaar,1,11/4/15 6:26,@kellykitty_7597 ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,0,0,
BeckyBeaar,1,11/4/15 6:26,@kellykitty_7597 you never call me .,3,2,
BeckyBeaar,1,11/4/15 7:19,he's a physics aka south campus major! that means he wont have time to cheat on you! - my roommate on why i should date her friend.,1,4,
BeckyBeaar,1,11/4/15 7:20,@kellykitty_7597 :/,0,0,
BeckyBeaar,1,11/4/15 7:22,#cries,0,0,
BeckyBeaar,1,11/4/15 16:43,"@Avaldivia23 global studies :) so still in the social sciences, but hopefully could help me go into like international business idk",2,5,
BeckyBeaar,1,11/4/15 17:31,"@Avaldivia23 exactlyyyy.  At this point I just don't know if to do double major or double minor, global &amp; accounting.",3,2,
BeckyBeaar,1,11/4/15 17:33,Feels so good to not go to classssss,1,4,
BeckyBeaar,1,11/4/15 17:41,@NaomiFlores10 she's my spirit animal,1,3,
BeckyBeaar,1,11/4/15 18:39,making people happy makes me the happiest.,1,3,
BeckyBeaar,1,11/4/15 18:43,literally massaged my roommate to sleep and i cant get her up lol :(,1,4,
BeckyBeaar,1,11/4/15 19:19,can't believe its week 6/10 !!!!!! IM SO HAPPY,1,4,
BeckyBeaar,1,11/4/15 19:19,can it be friday already?,3,2,
BeckyBeaar,1,11/4/15 20:07,@_katkatt it's so great.,1,4,
BeckyBeaar,1,11/4/15 22:24,@missflorgarcia congraaaaaaats,1,3,
BeckyBeaar,1,11/4/15 22:24,@Avaldivia23 oh no.,3,2,
BeckyBeaar,1,11/4/15 22:26,@Avaldivia23 i'd be such a drunkie and you'd be a bigger drunkie than you already are.,3,1,
BeckyBeaar,1,11/4/15 22:29,hmmmm do i wanna go for 19 units in the winter? or do i want to not die?,0,0,
BeckyBeaar,1,11/4/15 22:35,@Avaldivia23 TELL ME WHY I DONT BELIEVE YOU,3,1,
BeckyBeaar,1,11/4/15 23:26,@Avaldivia23 what about that pool party??? smh bad ariana dont lie to me,0,0,
BeckyBeaar,1,11/4/15 23:36,@Avaldivia23 fineeeeee i believe you.  i was drunk friday night :(,3,2,
BeckyBeaar,1,11/4/15 23:45,@Avaldivia23 come get drunk w me tho .,0,0,
BeckyBeaar,1,11/4/15 23:45,@Avaldivia23 hookah and alcohol = good night out lmao,1,4,
BeckyBeaar,1,11/4/15 23:50,@estelaa_xo @Avaldivia23 nah im scared to drink w you wth ðŸ˜‚,3,2,
BeckyBeaar,1,11/4/15 23:53,@estelaa_xo @Avaldivia23 you're referring to the old Ariana haha she's given up her old ways,0,0,
BeckyBeaar,1,11/4/15 23:54,@Avaldivia23 @estelaa_xo ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ AM NOT.,0,0,
BeckyBeaar,1,11/4/15 23:56,@estelaa_xo @Avaldivia23 i'm still a baby tho . you guys are super experienced :p,2,5,
BeckyBeaar,1,11/4/15 23:59,"@Avaldivia23 @estelaa_xo nahhhhhh, i dont do either often. i do it sporadically.",2,5,
BeckyBeaar,1,11/4/15 23:59,"@Avaldivia23 @estelaa_xo nooooo, not me.  there will come a point i'll know when to stop.     hahaha that so explains the pool incident",1,4,
BeckyBeaar,1,11/5/15 0:01,@Avaldivia23 @estelaa_xo dowwwwwwnnnnnnnnnn.,0,0,
BeckyBeaar,1,11/5/15 0:02,@estelaa_xo @Avaldivia23 but i have to stay over at one of your houses cause im not going home messed up haha,0,0,
BeckyBeaar,1,11/5/15 0:04,"@estelaa_xo @Avaldivia23 naaaah, i'm not all into the party scene.  toooooo much for me .",2,5,
BeckyBeaar,1,11/5/15 0:06,@estelaa_xo @Avaldivia23 thats what got me messed up this whole weekend :(,3,2,
BeckyBeaar,1,11/5/15 0:08,@estelaa_xo @Avaldivia23 the two times i've gotten messed up were from that :( lol,0,0,
BeckyBeaar,1,11/5/15 0:10,@estelaa_xo @Avaldivia23 we'll see haha,0,0,
BeckyBeaar,1,11/5/15 0:45,@Avaldivia23 chill w me,2,5,
BeckyBeaar,1,11/5/15 0:58,@estelaa_xo ðŸ˜,0,0,
BeckyBeaar,1,11/5/15 2:21,@estelaa_xo duhhhhh,0,0,
BeckyBeaar,1,11/5/15 2:24,"Goals ""@kellykitty_7597: Glad I found someone who values my worth ðŸ‘ŒðŸ¼""",2,5,
BeckyBeaar,1,11/5/15 4:58,@cisruby ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,0,0,
BeckyBeaar,1,11/5/15 4:58,"that midterm was so easy! So either I aced it, or did everything wrong",1,4,
BeckyBeaar,1,11/5/15 5:35,@cisruby I don't have school next Wednesday. How about Tuesday,2,5,
BeckyBeaar,1,11/5/15 6:33,@cisruby well i would say come wednesday but i have a 9 am on thursday,2,5,
BeckyBeaar,1,11/5/15 7:13,Heated,2,5,
BeckyBeaar,1,11/5/15 7:15,concentrating on me bc i'm going to make myself happy when i slay at life,2,5,
BeckyBeaar,1,11/5/15 7:16,@Avaldivia23 That's my girl!!,1,3,
BeckyBeaar,1,11/5/15 7:17,boys suck,3,1,
BeckyBeaar,1,11/5/15 7:35,The low rider is a little higher,2,5,
BeckyBeaar,1,11/5/15 7:35,@TweetmerightGod :(,3,2,
BeckyBeaar,1,11/5/15 7:41,In west Philadelphia born and raised,2,5,
BeckyBeaar,1,11/5/15 8:20,"If there's no one beside you as your soul embarks, I will follow you into the dark.",1,4,
BeckyBeaar,1,11/5/15 18:16,@Turtles_be_cute lmao you're all retweeting college kid stuff and you havent even finished high school yet,1,4,
BeckyBeaar,1,11/5/15 18:18,i miss being surrounded by people i love :(,3,2,
BeckyBeaar,1,11/5/15 19:06,"@irisnicoleee ayyyyyy, save it for me! i know there was one earlier in the school year but i didnt get it :( gotta show my kids lmao",0,0,
BeckyBeaar,1,11/5/15 19:07,@Avaldivia23 if you dont study you cant come to my big house and ride my fancy cars,3,1,
BeckyBeaar,1,11/5/15 19:21,"@Avaldivia23 well yeah, sorry i dont hang with losers",3,1,
BeckyBeaar,1,11/5/15 19:28,"@Avaldivia23 yeah, you get to hang out with me. what other motivation do you need?",1,3,
BeckyBeaar,1,11/5/15 19:31,i want chicken fries from BK,2,5,
BeckyBeaar,1,11/5/15 19:57,"@Avaldivia23 @irisnicoleee oh yeah, totally forget about me",0,0,
BeckyBeaar,1,11/5/15 20:03,@Avaldivia23 i dont know actually :(,0,0,
